"timestamp","station","line","is_weekend","hour","time_slot","day_type","season","entry_flow","exit_flow","platform_passengers","outdoor_temp","outdoor_rh","solar_radiation","platform_temp","platform_rh","co2","people_load_kw","fresh_air_load_kw","envelope_load_kw","equipment_load_kw","total_cooling_load_kw","chiller_load_kw","fan_power_kw","pump_power_kw"
"2025-07-01 05:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","weekday_high","summer","0.0","0","3","29.56","81.39","64.41","26.07","67.29","502.6","0.28","53.3","19.87","74.59","161.52","178.74","16.54","17.7"
"2025-07-01 05:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","weekday_high","summer","22.0","13","6","30.7","89.38","13.51","25.29","69.17","460.8","1.72","68.89","21.24","76.4","200.76","180.35","19.91","21.37"
"2025-07-01 05:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","weekday_high","summer","0.0","0","5","30.55","81.76","15.2","26.05","67.27","438.4","0.47","57.62","21.06","74.59","191.01","174.26","16.56","17.85"
"2025-07-01 05:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","weekday_high","summer","0.0","3","4","31.09","86.2","1.16","25.61","66.7","468.1","0.47","63.42","21.71","74.75","200.59","188.65","17.31","18.53"
"2025-07-01 06:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","weekday_high","summer","81.0","59","18","32.14","81.21","18.21","25.72","66.74","517.6","6.3","78.32","22.96","81.84","237.4","175.99","20.39","24.08"
"2025-07-01 06:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","weekday_high","summer","169.0","86","40","30.61","81.41","0.0","26.13","65.25","548.8","12.16","78.82","21.13","87.8","242.75","205.0","18.93","20.28"
"2025-07-01 06:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","weekday_high","summer","174.0","142","71","31.46","85.47","112.26","25.34","66.68","634.0","17.07","93.85","22.15","90.96","266.4","213.55","20.81","21.35"
"2025-07-01 06:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","weekday_high","summer","289.0","142","114","31.8","78.72","105.95","25.71","67.66","642.6","24.88","99.61","22.56","96.92","303.84","220.58","23.46","23.41"
"2025-07-01 07:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","weekday_high","summer","455.0","246","170","31.15","78.87","260.95","25.84","65.34","765.4","39.03","110.12","21.79","110.9","363.58","255.68","27.41","26.67"
"2025-07-01 07:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","weekday_high","summer","616.0","369","243","32.62","80.07","160.96","25.9","63.77","771.7","55.23","140.02","23.54","125.62","449.56","280.98","31.84","33.28"
"2025-07-01 07:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","weekday_high","summer","735.0","391","324","32.44","81.12","294.4","25.98","65.11","944.2","67.45","155.73","23.32","132.92","503.67","364.71","31.33","31.67"
"2025-07-01 07:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","weekday_high","summer","796.0","500","411","33.48","85.14","298.13","26.48","64.71","1068.1","81.2","190.27","24.58","141.72","586.57","393.15","35.23","36.67"
"2025-07-01 08:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","weekday_high","summer","847.0","474","473","33.22","80.42","336.3","26.87","65.93","1121.6","87.82","190.79","24.26","143.02","603.17","483.44","31.13","33.57"
"2025-07-01 08:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","weekday_high","summer","807.0","454","500","34.05","81.62","274.2","26.66","66.78","1222.0","88.36","205.74","25.26","139.91","630.2","563.58","31.93","33.49"
"2025-07-01 08:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","weekday_high","summer","740.0","396","501","33.78","74.2","334.17","26.93","63.7","1250.0","84.33","187.49","24.93","133.44","578.22","611.64","29.17","28.42"
"2025-07-01 08:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","weekday_high","summer","608.0","353","468","34.07","73.97","435.09","26.99","61.82","1269.1","75.47","181.41","25.28","124.37","535.46","596.55","27.59","28.52"
"2025-07-01 09:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","weekday_high","summer","409.0","254","402","33.9","80.29","413.56","27.0","67.91","1211.7","59.47","171.71","25.07","108.94","476.44","612.48","25.0","26.32"
"2025-07-01 09:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","weekday_high","summer","332.0","191","328","34.86","80.31","466.28","26.83","64.08","1182.0","47.93","163.24","26.23","101.68","432.75","570.62","23.42","27.0"
"2025-07-01 09:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","weekday_high","summer","200.0","182","253","34.54","78.83","475.41","26.94","66.51","1180.2","36.26","140.54","25.85","94.38","373.03","524.4","21.34","25.43"
"2025-07-01 09:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","weekday_high","summer","158.0","109","184","35.1","78.27","598.89","26.3","65.13","1074.3","26.02","127.0","26.52","88.42","323.45","466.38","20.13","19.5"
"2025-07-01 10:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","weekday_high","summer","147.0","80","140","35.65","75.2","511.17","26.49","65.1","1025.9","20.58","117.49","27.17","86.35","318.37","410.3","19.5","21.24"
"2025-07-01 10:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","weekday_high","summer","116.0","99","109","35.33","77.23","543.01","25.98","64.03","891.7","17.29","111.21","26.79","85.73","292.93","364.43","18.85","21.21"
"2025-07-01 10:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","weekday_high","summer","154.0","109","97","36.05","75.39","517.33","26.23","66.6","881.6","17.75","113.63","27.66","88.22","311.37","323.38","20.53","23.09"
"2025-07-01 10:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","weekday_high","summer","131.0","119","96","36.16","74.57","605.31","26.47","65.09","796.9","17.23","112.76","27.79","87.54","314.06","333.31","19.05","20.68"
"2025-07-01 11:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","weekday_high","summer","127.0","69","92","35.57","74.46","573.15","26.44","64.06","","15.07","106.05","27.08","84.74","289.98","318.66","18.75","20.12"
"2025-07-01 11:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","weekday_high","summer","116.0","101","93","36.1","71.88","672.86","26.38","63.67","741.0","15.86","107.87","27.72","85.83","297.21","304.88","19.24","23.84"
"2025-07-01 11:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","weekday_high","summer","134.0","159","96","36.74","77.17","598.0","26.38","63.82","638.4","18.64","120.42","28.49","89.77","319.24","322.83","20.62","22.24"
"2025-07-01 11:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","weekday_high","summer","175.0","114","100","36.5","72.33","617.92","26.69","63.13","643.4","18.89","115.03","28.19","89.56","312.54","298.33","19.27","21.37"
"2025-07-01 12:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","weekday_high","summer","125.0","133","106","36.13","75.3","670.61","26.84","66.36","663.3","18.42","115.49","27.75","87.96","313.73","313.39","18.99","20.92"
"2025-07-01 12:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","weekday_high","summer","124.0","152","112","35.67","73.72","665.73","26.39","65.91","662.7","19.58","113.16","27.21","88.89","313.71","299.88","18.96","21.73"
"2025-07-01 12:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","weekday_high","summer","130.0","150","110","37.89","70.05","623.61","26.92","64.92","679.4","19.52","122.74","29.86","89.1","329.8","317.38","20.28","22.03"
"2025-07-01 12:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","weekday_high","summer","142.0","108","106","37.71","73.57","560.25","26.62","64.59","698.0","18.16","122.84","29.65","87.54","333.07","328.13","19.31","22.28"
"2025-07-01 13:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","weekday_high","summer","153.0","104","106","37.76","73.45","641.03","26.3","61.34","686.7","18.39","123.39","29.72","87.9","326.32","324.79","19.15","20.65"
"2025-07-01 13:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","weekday_high","summer","145.0","99","103","37.74","79.49","618.18","26.16","66.66","647.7","17.68","127.63","29.68","87.23","327.58","312.31","19.14","20.54"
"2025-07-01 13:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","weekday_high","summer","117.0","144","101","37.17","71.19","640.73","26.92","62.32","632.5","18.06","116.97","29.01","88.11","318.82","336.58","18.76","21.0"
"2025-07-01 13:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","weekday_high","summer","113.0","119","99","37.67","71.37","631.91","26.55","63.04","711.9","16.91","118.33","29.61","86.61","308.51","327.16","18.7","19.86"
"2025-07-01 14:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","weekday_high","summer","121.0","94","95","37.4","73.87","631.45","26.65","63.39","700.3","15.98","117.42","29.28","85.73","306.31","337.12","18.73","22.09"
"2025-07-01 14:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","weekday_high","summer","107.0","107","92","36.12","71.28","567.05","26.76","63.17","636.4","15.66","107.13","27.74","85.68","293.86","320.12","18.57","20.2"
"2025-07-01 14:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","weekday_high","summer","115.0","78","85","37.48","65.12","520.44","26.91","60.31","677.0","14.32","106.96","29.37","84.59","300.75","322.18","19.11","20.93"
"2025-07-01 14:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","weekday_high","summer","74.0","67","76","37.06","64.92","601.92","26.64","64.04","696.7","11.76","100.11","28.87","81.9","272.16","317.37","18.08","17.89"
"2025-07-01 15:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","weekday_high","summer","83.0","72","70","36.47","75.42","541.07","26.53","64.48","639.0","11.66","105.5","28.16","82.62","284.19","280.56","19.05","19.66"
"2025-07-01 15:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","weekday_high","summer","134.0","52","68","36.81","74.27","544.99","26.72","64.82","602.1","12.5","107.64","28.57","84.23","293.22","281.56","19.24","20.62"
"2025-07-01 15:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","weekday_high","summer","88.0","94","66","36.34","67.41","538.68","26.8","63.46","633.6","12.18","98.7","28.01","84.02","277.14","291.74","18.08","19.67"
"2025-07-01 15:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","weekday_high","summer","109.0","63","70","36.36","68.31","455.59","26.32","63.23","580.3","12.22","99.81","28.03","83.5","274.61","276.92","18.32","21.37"
"2025-07-01 16:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","weekday_high","summer","128.0","141","81","37.01","70.28","421.52","26.14","62.53","608.3","16.45","111.66","28.81","88.53","299.88","267.17","20.65","23.22"
"2025-07-01 16:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","weekday_high","summer","115.0","178","92","36.49","73.78","432.29","27.07","65.11","594.5","18.27","115.03","28.19","89.77","321.84","287.6","20.4","24.56"
"2025-07-01 16:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","weekday_high","summer","182.0","277","119","36.4","71.89","372.45","27.41","63.8","694.9","26.27","123.7","28.08","98.37","347.12","261.11","21.59","24.74"
"2025-07-01 16:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","weekday_high","summer","258.0","409","169","36.92","75.04","267.85","26.79","63.07","715.6","37.81","146.56","28.7","109.14","405.57","325.44","25.53","27.95"
"2025-07-01 17:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","weekday_high","summer","351.0","452","222","36.17","74.59","272.7","27.3","61.47","779.4","47.26","154.14","27.8","116.19","447.87","344.99","25.71","28.0"
"2025-07-01 17:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","weekday_high","summer","430.0","661","302","35.27","73.72","187.21","27.04","62.48","862.0","64.24","166.52","26.73","131.11","505.35","386.77","28.59","33.15"
"2025-07-01 17:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","weekday_high","summer","524.0","771","386","36.21","75.59","204.28","26.8","67.69","949.1","78.83","197.97","27.85","141.67","596.86","424.38","33.17","37.44"
"2025-07-01 17:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","weekday_high","summer","553.0","883","462","35.84","77.46","179.99","27.29","64.81","995.2","90.58","214.37","27.4","148.98","635.77","484.94","30.13","32.19"
"2025-07-01 18:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","weekday_high","summer","585.0","899","531","34.82","73.22","192.3","27.4","63.55","1123.5","98.62","208.72","26.19","151.46","640.42","547.25","28.51","27.84"
"2025-07-01 18:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","weekday_high","summer","577.0","857","565","34.3","70.81","111.38","27.07","64.1","1237.2","100.15","203.01","25.56","148.87","637.33","607.14","28.47","31.52"
"2025-07-01 18:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","weekday_high","summer","500.0","824","568","34.43","73.53","8.49","26.92","64.67","1297.2","96.8","208.39","25.72","143.18","608.02","641.74","27.82","30.83"
"2025-07-01 18:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","weekday_high","summer","405.0","647","529","34.26","75.4","94.51","27.21","65.84","1292.7","84.18","198.18","25.52","129.09","567.38","663.16","26.49","30.62"
"2025-07-01 19:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","weekday_high","summer","335.0","503","465","33.86","72.86","0.0","26.99","64.95","1350.0","71.13","174.33","25.03","118.0","","634.95","25.1","25.97"
"2025-07-01 19:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","weekday_high","summer","253.0","399","387","33.72","80.32","28.09","27.0","65.65","1268.2","57.7","167.16","24.86","108.37","452.38","590.8","23.42","24.39"
"2025-07-01 19:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","weekday_high","summer","175.0","258","298","33.26","74.64","28.08","26.66","63.51","1287.5","42.15","134.54","24.32","97.02","370.87","550.22","21.65","24.18"
"2025-07-01 19:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","weekday_high","summer","137.0","161","222","32.67","76.19","0.0","26.07","63.45","1165.0","30.59","115.56","23.6","90.03","315.21","494.1","20.4","21.26"
"2025-07-01 20:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","weekday_high","summer","56.0","160","160","32.92","78.43","25.51","25.83","61.17","1048.1","22.09","106.68","23.91","85.78","288.81","413.32","18.92","21.03"
"2025-07-01 20:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","weekday_high","summer","84.0","18","105","32.78","79.54","4.85","26.24","63.05","1011.1","13.18","92.3","23.73","79.88","243.28","370.52","18.52","19.04"
"2025-07-01 20:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","weekday_high","summer","48.0","46","71","32.79","75.03","37.45","26.4","62.61","886.2","9.74","82.64","23.75","79.46","228.41","300.72","17.78","18.44"
"2025-07-01 20:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","weekday_high","summer","61.0","60","53","32.28","79.09","0.0","26.29","66.7","781.9","8.95","81.99","23.14","80.86","229.39","274.78","17.76","18.36"
"2025-07-01 21:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","weekday_high","summer","48.0","23","39","30.88","80.66","77.54","25.7","66.12","694.1","5.99","71.35","21.46","78.27","197.18","238.1","17.4","17.43"
"2025-07-01 21:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","weekday_high","summer","26.0","46","36","31.7","87.06","16.72","25.27","66.61","624.2","5.74","79.62","22.44","78.32","226.72","209.37","19.53","20.75"
"2025-07-01 21:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","weekday_high","summer","44.0","15","32","31.14","77.77","28.14","25.19","65.87","608.4","4.94","68.62","21.77","77.65","214.76","215.83","17.28","19.01"
"2025-07-01 21:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","weekday_high","summer","12.0","0","21","31.07","79.96","1.09","25.91","65.82","522.8","2.36","63.74","21.69","75.21","191.66","205.66","16.86","18.1"
"2025-07-01 22:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","weekday_high","summer","41.0","2","19","30.5","78.87","0.0","25.74","66.34","532.3","3.2","63.45","21.0","76.82","196.65","188.69","17.5","16.08"
"2025-07-01 22:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","weekday_high","summer","35.0","19","17","30.37","80.43","0.0","25.37","65.05","524.5","3.37","64.51","20.84","77.39","188.68","186.88","17.02","16.75"
"2025-07-01 22:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","weekday_high","summer","38.0","15","16","30.43","82.02","68.6","25.49","64.23","477.4","3.24","65.67","20.91","77.34","199.15","172.51","17.87","18.85"
"2025-07-01 22:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","weekday_high","summer","39.0","60","25","30.99","84.46","5.35","25.13","64.58","485.3","5.6","74.3","21.59","79.72","210.05","199.13","18.02","18.16"
"2025-07-01 23:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","weekday_high","summer","35.0","42","28","30.43","80.34","0.0","25.91","65.91","523.0","5.16","67.77","20.91","78.58","195.64","199.59","17.15","18.23"
"2025-07-01 23:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","weekday_high","summer","9.0","43","28","29.97","81.2","60.01","25.48","66.58","476.1","4.33","64.69","20.37","77.29","202.34","181.9","17.45","21.08"
"2025-07-01 23:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","weekday_high","summer","0.0","0","23","29.2","83.94","8.54","25.58","67.55","460.4","2.15","56.22","19.44","74.59","179.52","173.52","16.78","18.29"
"2025-07-01 23:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","weekday_high","summer","0.0","14","14","29.58","79.3","0.0","24.48","63.68","462.3","1.77","56.38","19.9","75.32","181.5","197.62","16.83","17.09"
"2025-07-02 00:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","21.0","16","9","29.13","85.44","0.0","25.17","66.63","524.8","2.06","57.48","19.35","73.63","157.9","180.99","16.8","17.36"
"2025-07-02 00:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","5.0","7","6","29.15","86.0","14.68","25.57","63.73","451.7","0.96","55.05","19.38","72.38","147.37","160.26","16.62","15.31"
"2025-07-02 00:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","0.0","0","6","28.92","84.59","6.7","25.34","66.0","513.2","0.56","50.81","19.1","71.78","136.07","155.27","16.57","14.74"
"2025-07-02 00:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","0.0","0","4","29.01","83.81","0.0","25.36","64.72","523.0","0.37","50.42","19.21","71.78","142.68","135.3","17.08","17.11"
"2025-07-02 01:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","14.0","0","3","27.55","90.08","15.41","24.63","67.45","453.5","0.74","51.26","18.0","72.48","145.32","138.56","16.87","15.57"
"2025-07-02 01:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","0.0","33","4","28.4","86.12","0.0","25.13","64.7","478.1","1.46","54.03","18.48","73.43","145.3","124.87","16.55","12.54"
"2025-07-02 01:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","0.0","0","4","27.75","88.28","6.92","25.74","66.6","454.3","0.37","48.42","18.0","71.78","137.89","124.53","16.55","16.99"
"2025-07-02 01:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","22.0","18","8","28.57","81.91","0.0","24.7","64.57","519.8","2.07","53.02","18.68","73.78","137.46","123.75","16.79","14.87"
"2025-07-02 02:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","weekday_medium","summer","0.0","0","6","28.31","81.38","9.96","25.42","65.1","480.5","0.56","46.71","18.38","71.78","139.08","123.51","16.7","14.91"
